time,latitude,longitude,par
2022-05-16T00:00:00Z,-21.97917,154.39584,30.398
2022-05-16T00:00:00Z,-21.97917,154.43752,30.608
2022-05-16T00:00:00Z,-21.97917,154.47917,30.874
2022-05-16T00:00:00Z,-21.97917,154.52084,31.062
2022-05-16T00:00:00Z,-21.97917,154.56252,30.834
2022-05-16T00:00:00Z,-21.97917,154.60417,30.684
2022-05-16T00:00:00Z,-21.97917,154.64584,31.232
2022-05-16T00:00:00Z,-21.97917,154.68752,30.558
2022-05-16T00:00:00Z,-21.97917,154.72917,30.778
2022-05-16T00:00:00Z,-21.97917,154.77084,30.398
2022-05-16T00:00:00Z,-21.97917,154.81252,30.168
2022-05-16T00:00:00Z,-21.97917,154.85417,30.83
2022-05-16T00:00:00Z,-21.97917,154.89584,31.12
2022-05-16T00:00:00Z,-21.97917,154.93752,30.608
2022-05-16T00:00:00Z,-21.97917,154.97917,30.318
2022-05-16T00:00:00Z,-22.020836,149.97917,30.116
2022-05-16T00:00:00Z,-22.020836,150.02084,30.85
2022-05-16T00:00:00Z,-22.020836,150.06252,31.382
2022-05-16T00:00:00Z,-22.020836,150.10417,31.572
2022-05-16T00:00:00Z,-22.020836,150.14584,30.986
2022-05-16T00:00:00Z,-22.020836,150.18752,30.154
2022-05-16T00:00:00Z,-22.020836,150.22917,30.358
2022-05-16T00:00:00Z,-22.020836,150.27084,30.67
2022-05-16T00:00:00Z,-22.020836,150.31252,31.018
2022-05-16T00:00:00Z,-22.020836,150.35417,30.808
2022-05-16T00:00:00Z,-22.020836,150.39584,30.824
2022-05-16T00:00:00Z,-22.020836,150.43752,30.502
2022-05-16T00:00:00Z,-22.020836,150.47917,30.478
2022-05-16T00:00:00Z,-22.020836,150.52084,30.706
2022-05-16T00:00:00Z,-22.020836,150.56252,30.988
2022-05-16T00:00:00Z,-22.020836,150.60417,31.118
2022-05-16T00:00:00Z,-22.020836,150.64584,30.866
2022-05-16T00:00:00Z,-22.020836,150.68752,30.014
2022-05-16T00:00:00Z,-22.020836,150.72917,29.06
2022-05-16T00:00:00Z,-22.020836,150.77084,29.588
2022-05-16T00:00:00Z,-22.020836,150.81252,30.056
2022-05-16T00:00:00Z,-22.020836,150.85417,30.592
2022-05-16T00:00:00Z,-22.020836,150.89584,30.088
2022-05-16T00:00:00Z,-22.020836,150.93752,29.696
2022-05-16T00:00:00Z,-22.020836,150.97917,30.422
2022-05-16T00:00:00Z,-22.020836,151.02084,30.31
2022-05-16T00:00:00Z,-22.020836,151.06252,30.004
2022-05-16T00:00:00Z,-22.020836,151.10417,30.018
2022-05-16T00:00:00Z,-22.020836,151.14584,30.094
2022-05-16T00:00:00Z,-22.020836,151.18752,29.736
2022-05-16T00:00:00Z,-22.020836,151.22917,29.596
2022-05-16T00:00:00Z,-22.020836,151.27084,30.256
2022-05-16T00:00:00Z,-22.020836,151.31252,30.114
2022-05-16T00:00:00Z,-22.020836,151.35417,29.914
2022-05-16T00:00:00Z,-22.020836,151.39584,30.674
2022-05-16T00:00:00Z,-22.020836,151.43752,29.048
2022-05-16T00:00:00Z,-22.020836,151.47917,29.414
2022-05-16T00:00:00Z,-22.020836,151.52084,29.8
2022-05-16T00:00:00Z,-22.020836,151.56252,29.73
2022-05-16T00:00:00Z,-22.020836,151.60417,29.926
2022-05-16T00:00:00Z,-22.020836,151.64584,30.188
2022-05-16T00:00:00Z,-22.020836,151.68752,31.26
2022-05-16T00:00:00Z,-22.020836,151.72917,31.958
2022-05-16T00:00:00Z,-22.020836,151.77084,31.69
2022-05-16T00:00:00Z,-22.020836,151.81252,31.272
2022-05-16T00:00:00Z,-22.020836,151.85417,30.73
2022-05-16T00:00:00Z,-22.020836,151.89584,30.154
2022-05-16T00:00:00Z,-22.020836,151.93752,29.29
2022-05-16T00:00:00Z,-22.020836,151.97917,29.722
2022-05-16T00:00:00Z,-22.020836,152.02084,30.06
2022-05-16T00:00:00Z,-22.020836,152.06252,30.6
2022-05-16T00:00:00Z,-22.020836,152.10417,29.978
2022-05-16T00:00:00Z,-22.020836,152.14584,29.582
2022-05-16T00:00:00Z,-22.020836,152.18752,29.544
2022-05-16T00:00:00Z,-22.020836,152.22917,29.934
2022-05-16T00:00:00Z,-22.020836,152.27084,30.44
2022-05-16T00:00:00Z,-22.020836,152.31252,30.64
2022-05-16T00:00:00Z,-22.020836,152.35417,30.764
2022-05-16T00:00:00Z,-22.020836,152.39584,31.044
2022-05-16T00:00:00Z,-22.020836,152.43752,30.98
2022-05-16T00:00:00Z,-22.020836,152.47917,30.784
2022-05-16T00:00:00Z,-22.020836,152.52084,30.804
2022-05-16T00:00:00Z,-22.020836,152.56252,31.76
2022-05-16T00:00:00Z,-22.020836,152.60417,32.062
2022-05-16T00:00:00Z,-22.020836,152.64584,31.538
2022-05-16T00:00:00Z,-22.020836,152.68752,31.25
2022-05-16T00:00:00Z,-22.020836,152.72917,30.44
2022-05-16T00:00:00Z,-22.020836,152.77084,30.272
2022-05-16T00:00:00Z,-22.020836,152.81252,29.976
2022-05-16T00:00:00Z,-22.020836,152.85417,29.366
2022-05-16T00:00:00Z,-22.020836,152.89584,28.708
2022-05-16T00:00:00Z,-22.020836,152.93752,28.564
2022-05-16T00:00:00Z,-22.020836,152.97917,29.324
2022-05-16T00:00:00Z,-22.020836,153.02084,30.076
2022-05-16T00:00:00Z,-22.020836,153.06252,29.85
2022-05-16T00:00:00Z,-22.020836,153.10417,29.674
2022-05-16T00:00:00Z,-22.020836,153.14584,30.234
2022-05-16T00:00:00Z,-22.020836,153.18752,30.856
2022-05-16T00:00:00Z,-22.020836,153.22917,30.816
2022-05-16T00:00:00Z,-22.020836,153.27084,31.084
2022-05-16T00:00:00Z,-22.020836,153.31252,31.178
2022-05-16T00:00:00Z,-22.020836,153.35417,31.13
2022-05-16T00:00:00Z,-22.020836,153.39584,31.342
2022-05-16T00:00:00Z,-22.020836,153.43752,31.446
2022-05-16T00:00:00Z,-22.020836,153.47917,31.406
2022-05-16T00:00:00Z,-22.020836,153.52084,31.736
2022-05-16T00:00:00Z,-22.020836,153.56252,32.458
2022-05-16T00:00:00Z,-22.020836,153.60417,32.858
2022-05-16T00:00:00Z,-22.020836,153.64584,31.684
2022-05-16T00:00:00Z,-22.020836,153.68752,30.792
2022-05-16T00:00:00Z,-22.020836,153.72917,31.234
2022-05-16T00:00:00Z,-22.020836,153.77084,30.616
2022-05-16T00:00:00Z,-22.020836,153.81252,31.406
2022-05-16T00:00:00Z,-22.020836,153.85417,31.602
2022-05-16T00:00:00Z,-22.020836,153.89584,31.472
2022-05-16T00:00:00Z,-22.020836,153.93752,31.236
2022-05-16T00:00:00Z,-22.020836,153.97917,30.678
2022-05-16T00:00:00Z,-22.020836,154.02084,30.914
2022-05-16T00:00:00Z,-22.020836,154.06252,31.262
2022-05-16T00:00:00Z,-22.020836,154.10417,30.446
2022-05-16T00:00:00Z,-22.020836,154.14584,29.884
2022-05-16T00:00:00Z,-22.020836,154.18752,29.506
2022-05-16T00:00:00Z,-22.020836,154.22917,29.924
2022-05-16T00:00:00Z,-22.020836,154.27084,30.284
2022-05-16T00:00:00Z,-22.020836,154.31252,30.616
2022-05-16T00:00:00Z,-22.020836,154.35417,30.236
2022-05-16T00:00:00Z,-22.020836,154.39584,30.672
2022-05-16T00:00:00Z,-22.020836,154.43752,30.888
2022-05-16T00:00:00Z,-22.020836,154.47917,31.196
2022-05-16T00:00:00Z,-22.020836,154.52084,31.346
2022-05-16T00:00:00Z,-22.020836,154.56252,31.178
2022-05-16T00:00:00Z,-22.020836,154.60417,30.804
2022-05-16T00:00:00Z,-22.020836,154.64584,30.594
2022-05-16T00:00:00Z,-22.020836,154.68752,30.944
2022-05-16T00:00:00Z,-22.020836,154.72917,31.388
2022-05-16T00:00:00Z,-22.020836,154.77084,30.47
2022-05-16T00:00:00Z,-22.020836,154.81252,30.836
2022-05-16T00:00:00Z,-22.020836,154.85417,31.28
2022-05-16T00:00:00Z,-22.020836,154.89584,31.358
2022-05-16T00:00:00Z,-22.020836,154.93752,31.26
2022-05-16T00:00:00Z,-22.020836,154.97917,30.576
2022-05-16T00:00:00Z,-22.062504,149.97917,28.244
2022-05-16T00:00:00Z,-22.062504,150.02084,29.264
2022-05-16T00:00:00Z,-22.062504,150.06252,29.946
2022-05-16T00:00:00Z,-22.062504,150.10417,30.462
2022-05-16T00:00:00Z,-22.062504,150.14584,30.788
2022-05-16T00:00:00Z,-22.062504,150.18752,31.002
2022-05-16T00:00:00Z,-22.062504,150.22917,30.924
2022-05-16T00:00:00Z,-22.062504,150.27084,30.628
2022-05-16T00:00:00Z,-22.062504,150.31252,31.21
2022-05-16T00:00:00Z,-22.062504,150.35417,30.798
2022-05-16T00:00:00Z,-22.062504,150.39584,30.118
2022-05-16T00:00:00Z,-22.062504,150.43752,29.638
2022-05-16T00:00:00Z,-22.062504,150.47917,29.872
2022-05-16T00:00:00Z,-22.062504,150.52084,30.044
2022-05-16T00:00:00Z,-22.062504,150.56252,30.392
2022-05-16T00:00:00Z,-22.062504,150.60417,31.098
2022-05-16T00:00:00Z,-22.062504,150.64584,31.158
2022-05-16T00:00:00Z,-22.062504,150.68752,30.738
2022-05-16T00:00:00Z,-22.062504,150.72917,30.568
2022-05-16T00:00:00Z,-22.062504,150.77084,30.662
2022-05-16T00:00:00Z,-22.062504,150.81252,30.664
2022-05-16T00:00:00Z,-22.062504,150.85417,30.592
2022-05-16T00:00:00Z,-22.062504,150.89584,30.44
2022-05-16T00:00:00Z,-22.062504,150.93752,30.104
2022-05-16T00:00:00Z,-22.062504,150.97917,30.012
2022-05-16T00:00:00Z,-22.062504,151.02084,29.386
2022-05-16T00:00:00Z,-22.062504,151.06252,29.13
2022-05-16T00:00:00Z,-22.062504,151.10417,29.708
2022-05-16T00:00:00Z,-22.062504,151.14584,29.65
2022-05-16T00:00:00Z,-22.062504,151.18752,29.028
2022-05-16T00:00:00Z,-22.062504,151.22917,29.738
2022-05-16T00:00:00Z,-22.062504,151.27084,30.672
2022-05-16T00:00:00Z,-22.062504,151.31252,30.834
2022-05-16T00:00:00Z,-22.062504,151.35417,30.248
2022-05-16T00:00:00Z,-22.062504,151.39584,29.346
2022-05-16T00:00:00Z,-22.062504,151.43752,29.282
2022-05-16T00:00:00Z,-22.062504,151.47917,29.478
2022-05-16T00:00:00Z,-22.062504,151.52084,29.778
2022-05-16T00:00:00Z,-22.062504,151.56252,30.126
2022-05-16T00:00:00Z,-22.062504,151.60417,30.652
2022-05-16T00:00:00Z,-22.062504,151.64584,30.63
2022-05-16T00:00:00Z,-22.062504,151.68752,31.51
2022-05-16T00:00:00Z,-22.062504,151.72917,31.956
2022-05-16T00:00:00Z,-22.062504,151.77084,31.618
2022-05-16T00:00:00Z,-22.062504,151.81252,31.142
2022-05-16T00:00:00Z,-22.062504,151.85417,30.996
2022-05-16T00:00:00Z,-22.062504,151.89584,30.786
2022-05-16T00:00:00Z,-22.062504,151.93752,30.078
2022-05-16T00:00:00Z,-22.062504,151.97917,29.266
2022-05-16T00:00:00Z,-22.062504,152.02084,29.168
2022-05-16T00:00:00Z,-22.062504,152.06252,30.258
2022-05-16T00:00:00Z,-22.062504,152.10417,30.836
2022-05-16T00:00:00Z,-22.062504,152.14584,29.936
2022-05-16T00:00:00Z,-22.062504,152.18752,30.426
2022-05-16T00:00:00Z,-22.062504,152.22917,30.83
2022-05-16T00:00:00Z,-22.062504,152.27084,31.428
2022-05-16T00:00:00Z,-22.062504,152.31252,31.332
2022-05-16T00:00:00Z,-22.062504,152.35417,31.148
2022-05-16T00:00:00Z,-22.062504,152.39584,30.598
2022-05-16T00:00:00Z,-22.062504,152.43752,30.234
2022-05-16T00:00:00Z,-22.062504,152.47917,30.162
2022-05-16T00:00:00Z,-22.062504,152.52084,29.922
2022-05-16T00:00:00Z,-22.062504,152.56252,30.026
2022-05-16T00:00:00Z,-22.062504,152.60417,30.278
2022-05-16T00:00:00Z,-22.062504,152.64584,29.642
2022-05-16T00:00:00Z,-22.062504,152.68752,29.91
2022-05-16T00:00:00Z,-22.062504,152.72917,29.758
2022-05-16T00:00:00Z,-22.062504,152.77084,31.242
2022-05-16T00:00:00Z,-22.062504,152.81252,30.578
2022-05-16T00:00:00Z,-22.062504,152.85417,29.736
2022-05-16T00:00:00Z,-22.062504,152.89584,29.84
2022-05-16T00:00:00Z,-22.062504,152.93752,30.36
2022-05-16T00:00:00Z,-22.062504,152.97917,30.434
2022-05-16T00:00:00Z,-22.062504,153.02084,29.852
2022-05-16T00:00:00Z,-22.062504,153.06252,29.082
2022-05-16T00:00:00Z,-22.062504,153.10417,29.024
2022-05-16T00:00:00Z,-22.062504,153.14584,30.25
2022-05-16T00:00:00Z,-22.062504,153.18752,31.184
2022-05-16T00:00:00Z,-22.062504,153.22917,30.972
2022-05-16T00:00:00Z,-22.062504,153.27084,30.722
2022-05-16T00:00:00Z,-22.062504,153.31252,31.072
2022-05-16T00:00:00Z,-22.062504,153.35417,31.19
2022-05-16T00:00:00Z,-22.062504,153.39584,31.32
2022-05-16T00:00:00Z,-22.062504,153.43752,32.078
2022-05-16T00:00:00Z,-22.062504,153.47917,32.578
2022-05-16T00:00:00Z,-22.062504,153.52084,32.458
2022-05-16T00:00:00Z,-22.062504,153.56252,32.22
2022-05-16T00:00:00Z,-22.062504,153.60417,31.942
2022-05-16T00:00:00Z,-22.062504,153.64584,31.698
2022-05-16T00:00:00Z,-22.062504,153.68752,31.852
2022-05-16T00:00:00Z,-22.062504,153.72917,31.938
2022-05-16T00:00:00Z,-22.062504,153.77084,31.898
2022-05-16T00:00:00Z,-22.062504,153.81252,32.114
2022-05-16T00:00:00Z,-22.062504,153.85417,32.53
2022-05-16T00:00:00Z,-22.062504,153.89584,32.142
2022-05-16T00:00:00Z,-22.062504,153.93752,31.52
2022-05-16T00:00:00Z,-22.062504,153.97917,31.378
2022-05-16T00:00:00Z,-22.062504,154.02084,31.516
2022-05-16T00:00:00Z,-22.062504,154.06252,30.632
2022-05-16T00:00:00Z,-22.062504,154.10417,29.422
2022-05-16T00:00:00Z,-22.062504,154.14584,28.654
2022-05-16T00:00:00Z,-22.062504,154.18752,28.598
2022-05-16T00:00:00Z,-22.062504,154.22917,29.348
2022-05-16T00:00:00Z,-22.062504,154.27084,30.002
2022-05-16T00:00:00Z,-22.062504,154.31252,29.256
2022-05-16T00:00:00Z,-22.062504,154.35417,29.78
2022-05-16T00:00:00Z,-22.062504,154.39584,29.98
2022-05-16T00:00:00Z,-22.062504,154.43752,30.252
2022-05-16T00:00:00Z,-22.062504,154.47917,30.678
2022-05-16T00:00:00Z,-22.062504,154.52084,30.646
2022-05-16T00:00:00Z,-22.062504,154.56252,30.932
2022-05-16T00:00:00Z,-22.062504,154.60417,31.09
2022-05-16T00:00:00Z,-22.062504,154.64584,31.106
2022-05-16T00:00:00Z,-22.062504,154.68752,31.14
2022-05-16T00:00:00Z,-22.062504,154.72917,31.088
2022-05-16T00:00:00Z,-22.062504,154.77084,31.266
2022-05-16T00:00:00Z,-22.062504,154.81252,31.72
2022-05-16T00:00:00Z,-22.062504,154.85417,31.378
2022-05-16T00:00:00Z,-22.062504,154.89584,31.104
2022-05-16T00:00:00Z,-22.062504,154.93752,31.09
2022-05-16T00:00:00Z,-22.062504,154.97917,30.786
2022-05-16T00:00:00Z,-22.10417,149.97917,27.236
2022-05-16T00:00:00Z,-22.10417,150.02084,28.822
2022-05-16T00:00:00Z,-22.10417,150.06252,29.792
2022-05-16T00:00:00Z,-22.10417,150.10417,31.048
2022-05-16T00:00:00Z,-22.10417,150.14584,31.476
2022-05-16T00:00:00Z,-22.10417,150.18752,31.56
2022-05-16T00:00:00Z,-22.10417,150.22917,31.682
2022-05-16T00:00:00Z,-22.10417,150.27084,31.646
2022-05-16T00:00:00Z,-22.10417,150.31252,31.13
2022-05-16T00:00:00Z,-22.10417,150.35417,30.382
2022-05-16T00:00:00Z,-22.10417,150.39584,30.002
2022-05-16T00:00:00Z,-22.10417,150.43752,29.75
2022-05-16T00:00:00Z,-22.10417,150.47917,29.69
2022-05-16T00:00:00Z,-22.10417,150.52084,30.424
2022-05-16T00:00:00Z,-22.10417,150.56252,30.47
2022-05-16T00:00:00Z,-22.10417,150.60417,30.666
2022-05-16T00:00:00Z,-22.10417,150.64584,30.896
2022-05-16T00:00:00Z,-22.10417,150.68752,30.618
2022-05-16T00:00:00Z,-22.10417,150.72917,30.24
2022-05-16T00:00:00Z,-22.10417,150.77084,29.536
2022-05-16T00:00:00Z,-22.10417,150.81252,28.93
2022-05-16T00:00:00Z,-22.10417,150.85417,29.03
2022-05-16T00:00:00Z,-22.10417,150.89584,29.568
2022-05-16T00:00:00Z,-22.10417,150.93752,29.904
2022-05-16T00:00:00Z,-22.10417,150.97917,30.056
2022-05-16T00:00:00Z,-22.10417,151.02084,30.156
2022-05-16T00:00:00Z,-22.10417,151.06252,30.002
2022-05-16T00:00:00Z,-22.10417,151.10417,29.114
2022-05-16T00:00:00Z,-22.10417,151.14584,28.926
2022-05-16T00:00:00Z,-22.10417,151.18752,28.852
2022-05-16T00:00:00Z,-22.10417,151.22917,29.898
2022-05-16T00:00:00Z,-22.10417,151.27084,30.032
2022-05-16T00:00:00Z,-22.10417,151.31252,30.356
2022-05-16T00:00:00Z,-22.10417,151.35417,30.484
2022-05-16T00:00:00Z,-22.10417,151.39584,30.088
2022-05-16T00:00:00Z,-22.10417,151.43752,29.484
2022-05-16T00:00:00Z,-22.10417,151.47917,29.352
2022-05-16T00:00:00Z,-22.10417,151.52084,30.268
2022-05-16T00:00:00Z,-22.10417,151.56252,30.988
2022-05-16T00:00:00Z,-22.10417,151.60417,31.874
2022-05-16T00:00:00Z,-22.10417,151.64584,31.836
2022-05-16T00:00:00Z,-22.10417,151.68752,31.62
2022-05-16T00:00:00Z,-22.10417,151.72917,31.276
2022-05-16T00:00:00Z,-22.10417,151.77084,31.394
2022-05-16T00:00:00Z,-22.10417,151.81252,31.188
2022-05-16T00:00:00Z,-22.10417,151.85417,31.028
2022-05-16T00:00:00Z,-22.10417,151.89584,30.458
2022-05-16T00:00:00Z,-22.10417,151.93752,30.34
2022-05-16T00:00:00Z,-22.10417,151.97917,30.584
2022-05-16T00:00:00Z,-22.10417,152.02084,30.544
2022-05-16T00:00:00Z,-22.10417,152.06252,30.47
2022-05-16T00:00:00Z,-22.10417,152.10417,30.506
2022-05-16T00:00:00Z,-22.10417,152.14584,30.976
2022-05-16T00:00:00Z,-22.10417,152.18752,30.192
2022-05-16T00:00:00Z,-22.10417,152.22917,30.71
2022-05-16T00:00:00Z,-22.10417,152.27084,30.816
2022-05-16T00:00:00Z,-22.10417,152.31252,31.038
2022-05-16T00:00:00Z,-22.10417,152.35417,30.59
2022-05-16T00:00:00Z,-22.10417,152.39584,30.09
2022-05-16T00:00:00Z,-22.10417,152.43752,30.158
2022-05-16T00:00:00Z,-22.10417,152.47917,29.668
2022-05-16T00:00:00Z,-22.10417,152.52084,29.498
2022-05-16T00:00:00Z,-22.10417,152.56252,29.852
2022-05-16T00:00:00Z,-22.10417,152.60417,29.778
2022-05-16T00:00:00Z,-22.10417,152.64584,29.77
2022-05-16T00:00:00Z,-22.10417,152.68752,30.012
2022-05-16T00:00:00Z,-22.10417,152.72917,30.38
2022-05-16T00:00:00Z,-22.10417,152.77084,30.734
2022-05-16T00:00:00Z,-22.10417,152.81252,29.72
2022-05-16T00:00:00Z,-22.10417,152.85417,29.666
2022-05-16T00:00:00Z,-22.10417,152.89584,29.49
2022-05-16T00:00:00Z,-22.10417,152.93752,29.102
2022-05-16T00:00:00Z,-22.10417,152.97917,28.768
2022-05-16T00:00:00Z,-22.10417,153.02084,28.822
2022-05-16T00:00:00Z,-22.10417,153.06252,29.21
2022-05-16T00:00:00Z,-22.10417,153.10417,29.634
2022-05-16T00:00:00Z,-22.10417,153.14584,29.996
2022-05-16T00:00:00Z,-22.10417,153.18752,30.286
2022-05-16T00:00:00Z,-22.10417,153.22917,30.274
2022-05-16T00:00:00Z,-22.10417,153.27084,30.35
2022-05-16T00:00:00Z,-22.10417,153.31252,31.004
2022-05-16T00:00:00Z,-22.10417,153.35417,31.088
2022-05-16T00:00:00Z,-22.10417,153.39584,31.42
2022-05-16T00:00:00Z,-22.10417,153.43752,31.896
2022-05-16T00:00:00Z,-22.10417,153.47917,32.126
2022-05-16T00:00:00Z,-22.10417,153.52084,32.496
2022-05-16T00:00:00Z,-22.10417,153.56252,32.024
2022-05-16T00:00:00Z,-22.10417,153.60417,31.672
2022-05-16T00:00:00Z,-22.10417,153.64584,31.776
2022-05-16T00:00:00Z,-22.10417,153.68752,31.658
2022-05-16T00:00:00Z,-22.10417,153.72917,31.45
2022-05-16T00:00:00Z,-22.10417,153.77084,31.756
2022-05-16T00:00:00Z,-22.10417,153.81252,31.738
2022-05-16T00:00:00Z,-22.10417,153.85417,31.402
2022-05-16T00:00:00Z,-22.10417,153.89584,30.708
2022-05-16T00:00:00Z,-22.10417,153.93752,30.25
2022-05-16T00:00:00Z,-22.10417,153.97917,30.428
2022-05-16T00:00:00Z,-22.10417,154.02084,31.248
2022-05-16T00:00:00Z,-22.10417,154.06252,30.86
2022-05-16T00:00:00Z,-22.10417,154.10417,29.518
2022-05-16T00:00:00Z,-22.10417,154.14584,28.764
2022-05-16T00:00:00Z,-22.10417,154.18752,28.406
